'Elapsed time','EEG Fp1'
12.156,16.466
12.158,17.626
12.160,18.165
12.162,18.106
12.164,17.526
12.166,16.543
12.168,15.305
12.170,13.967
12.172,12.691
12.174,11.634
12.176,10.927
12.178,10.664
12.180,10.865
12.182,11.485
12.184,12.417
12.186,13.511
12.188,14.605
12.190,15.557
12.192,16.248
12.194,16.585
12.196,16.503
12.198,15.935
12.200,14.827
12.202,13.139
12.204,10.859
12.206,8.007
12.208,4.651
12.210,0.909
12.212,-3.067
12.214,-7.085
12.216,-10.929
12.218,-14.369
12.220,-17.186
12.222,-19.184
12.224,-20.239
12.226,-20.301
12.228,-19.425
12.230,-17.754
12.232,-15.494
12.234,-12.879
12.236,-10.144
12.238,-7.488
12.240,-5.072
12.242,-3.000
12.244,-1.332
12.246,-0.072
12.248,0.820
12.250,1.432
12.252,1.872
12.254,2.231
12.256,2.560
12.258,2.836
12.260,2.965
12.262,2.814
12.264,2.254
12.266,1.209
12.268,-0.305
12.270,-2.171
12.272,-4.193
12.274,-6.121
12.276,-7.702
12.278,-8.709
12.280,-8.986
12.282,-8.472
12.284,-7.225
12.286,-5.421
12.288,-3.341
12.290,-1.329
12.292,0.281
12.294,1.212
12.296,1.321
12.298,0.609
12.300,-0.774
12.302,-2.574
12.304,-4.483
12.306,-6.201
12.308,-7.474
12.310,-8.138
12.312,-8.126
12.314,-7.484
12.316,-6.337
12.318,-4.881
12.320,-3.345
12.322,-1.947
12.324,-0.872
12.326,-0.238
12.328,-0.083
12.330,-0.373
12.332,-1.011
12.334,-1.850
12.336,-2.718
12.338,-3.445
12.340,-3.884
12.342,-3.928
12.344,-3.538
12.346,-2.743
12.348,-1.643
12.350,-0.391
12.352,0.842
12.354,1.898
12.356,2.678
12.358,3.164
12.360,3.439
12.362,3.656
12.364,4.010
12.366,4.672
12.368,5.747
12.370,7.219
12.372,8.945
12.374,10.682
12.376,12.128
12.378,13.004
12.380,13.107
12.382,12.358
12.384,10.815
12.386,8.654
12.388,6.139
12.390,3.570
12.392,1.238
12.394,-0.616
12.396,-1.829
12.398,-2.346
12.400,-2.217
12.402,-1.582
12.404,-0.643
12.406,0.384
12.408,1.316
12.410,2.032
12.412,2.493
12.414,2.723
12.416,2.778
12.418,2.705
12.420,2.512
12.422,2.160
12.424,1.577
12.426,0.700
12.428,-0.490
12.430,-1.932
12.432,-3.479
12.434,-4.913
12.436,-5.999
12.438,-6.533
12.440,-6.402
12.442,-5.611
12.444,-4.278
12.446,-2.609
12.448,-0.855
12.450,0.740
12.452,1.967
12.454,2.668
12.456,2.755
12.458,2.198
12.460,1.042
12.462,-0.598
12.464,-2.530
12.466,-4.514
12.468,-6.294
12.470,-7.645
12.472,-8.421
12.474,-8.571
12.476,-8.138
12.478,-7.220
12.480,-5.940
12.482,-4.404
12.484,-2.703
12.486,-0.916
12.488,0.877
12.490,2.576
12.492,4.072
12.494,5.262
12.496,6.072
12.498,6.482
12.500,6.515
12.502,6.233
12.504,5.713
12.506,5.029
12.508,4.262
12.510,3.487
12.512,2.794
12.514,2.287
12.516,2.072
12.518,2.246
12.520,2.863
12.522,3.927
12.524,5.365
12.526,7.040
12.528,8.774
12.530,10.364
12.532,11.621
12.534,12.391
12.536,12.573
12.538,12.114
12.540,11.015
12.542,9.315
12.544,7.096
12.546,4.469
12.548,1.584
12.550,-1.373
12.552,-4.203
12.554,-6.700
12.556,-8.697
12.558,-10.074
12.560,-10.780
12.562,-10.831
12.564,-10.292
12.566,-9.256
12.568,-7.841
12.570,-6.171
12.572,-4.386
12.574,-2.632
12.576,-1.042
12.578,0.281
12.580,1.292
12.582,2.027
12.584,2.592
12.586,3.128
12.588,3.777
12.590,4.619
12.592,5.651
12.594,6.772
12.596,7.820
12.598,8.602
12.600,8.951
12.602,8.768
12.604,8.024
12.606,6.772
12.608,5.113
12.610,3.166
12.612,1.062
12.614,-1.091
12.616,-3.196
12.618,-5.174
12.620,-6.962
12.622,-8.511
12.624,-9.790
12.626,-10.782
12.628,-11.473
12.630,-11.836
12.632,-11.833
12.634,-11.402
12.636,-10.490
12.638,-9.071
12.640,-7.184
12.642,-4.951
12.644,-2.574
12.646,-0.313
12.648,1.568
12.650,2.847
12.652,3.389
12.654,3.174
12.656,2.300
12.658,0.955
12.660,-0.614
12.662,-2.158
12.664,-3.461
12.666,-4.383
12.668,-4.857
12.670,-4.889
12.672,-4.533
12.674,-3.863
12.676,-2.951
12.678,-1.852
12.680,-0.609
12.682,0.750
12.684,2.203
12.686,3.743
12.688,5.365
12.690,7.064
12.692,8.828
12.694,10.619
12.696,12.353
12.698,13.910
12.700,15.136
12.702,15.883
12.704,16.034
12.706,15.549
12.708,14.466
12.710,12.894
12.712,10.983
12.714,8.889
12.716,6.750
12.718,4.656
12.720,2.667
12.722,0.817
12.724,-0.874
12.726,-2.396
12.728,-3.745
12.730,-4.940
12.732,-6.011
12.734,-7.007
12.736,-7.972
12.738,-8.937
12.740,-9.911
12.742,-10.878
12.744,-11.795
12.746,-12.619
12.748,-13.307
12.750,-13.827
12.752,-14.160
12.754,-14.297
12.756,-14.226
12.758,-13.916
12.760,-13.318
12.762,-12.350
12.764,-10.921
12.766,-8.945
12.768,-6.378
12.770,-3.241
12.772,0.354
12.774,4.208
12.776,8.043
12.778,11.551
12.780,14.415
12.782,16.379
12.784,17.270
12.786,17.041
12.788,15.782
12.790,13.709
12.792,11.144
12.794,8.465
12.796,6.050
12.798,4.203
12.800,3.121
12.802,2.865
12.804,3.346
12.806,4.369
12.808,5.649
12.810,6.881
12.812,7.777
12.814,8.117
12.816,7.775
12.818,6.747
12.820,5.142
12.822,3.161
12.824,1.054
12.826,-0.927
12.828,-2.573
12.830,-3.748
12.832,-4.394
12.834,-4.512
12.836,-4.155
12.838,-3.408
12.840,-2.383
12.842,-1.209
12.844,-0.037
12.846,0.983
12.848,1.721
12.850,2.107
12.852,2.150
12.854,1.943
12.856,1.644
12.858,1.437
12.860,1.487
12.862,1.900
12.864,2.695
12.866,3.815
12.868,5.133
12.870,6.484
12.872,7.699
12.874,8.637
12.876,9.200
12.878,9.358
12.880,9.149
12.882,8.667
12.884,8.047
12.886,7.420
12.888,6.889
12.890,6.493
12.892,6.203
12.894,5.932
12.896,5.563
12.898,4.986
12.900,4.133
12.902,2.989
12.904,1.613
12.906,0.102
12.908,-1.421
12.910,-2.837
12.912,-4.066
12.914,-5.075
12.916,-5.903
12.918,-6.640
12.920,-7.420
12.922,-8.382
12.924,-9.634
12.926,-11.213
12.928,-13.071
12.930,-15.072
12.932,-17.014
12.934,-18.669
12.936,-19.829
12.938,-20.329
12.940,-20.074
12.942,-19.039
12.944,-17.259
12.946,-14.816
12.948,-11.831
12.950,-8.463
12.952,-4.900
12.954,-1.364
12.956,1.904
12.958,4.661
12.960,6.685
12.962,7.815
12.964,7.981
12.966,7.222
12.968,5.694
12.970,3.652
12.972,1.412
12.974,-0.710
12.976,-2.443
12.978,-3.633
12.980,-4.252
12.982,-4.407
12.984,-4.297
12.986,-4.164
12.988,-4.233
12.990,-4.649
12.992,-5.460
12.994,-6.610
12.996,-7.970
12.998,-9.375
13.000,-10.669
13.002,-11.736
13.004,-12.533
13.006,-13.090
13.008,-13.497
13.010,-13.892
13.012,-14.425
13.014,-15.216
13.016,-16.325
13.018,-17.722
13.020,-19.286
13.022,-20.816
13.024,-22.078
13.026,-22.845
13.028,-22.958
13.030,-22.349
13.032,-21.055
13.034,-19.191
13.036,-16.913
13.038,-14.377
13.040,-11.704
13.042,-8.969
13.044,-6.219
13.046,-3.504
13.048,-0.900
13.050,1.472
13.052,3.461
13.054,4.928
13.056,5.780
13.058,6.011
13.060,5.721
13.062,5.075
13.064,4.267
13.066,3.464
13.068,2.761
13.070,2.168
13.072,1.616
13.074,1.000
13.076,0.203
13.078,-0.863
13.080,-2.247
13.082,-3.956
13.084,-5.959
13.086,-8.200
13.088,-10.595
13.090,-13.036
13.092,-15.395
13.094,-17.532
13.096,-19.333
13.098,-20.719
13.100,-21.682
13.102,-22.291
13.104,-22.677
13.106,-22.991
13.108,-23.366
13.110,-23.867
13.112,-24.472
13.114,-25.075
13.116,-25.508
13.118,-25.587
13.120,-25.153
13.122,-24.103
13.124,-22.408
13.126,-20.106
13.128,-17.304
13.130,-14.160
13.132,-10.873
13.134,-7.670
13.136,-4.799
13.138,-2.507
13.140,-1.002
13.142,-0.421
13.144,-0.796
13.146,-2.032
13.148,-3.917
13.150,-6.158
13.152,-8.439
13.154,-10.490
13.156,-12.150
13.158,-13.383
13.160,-14.269
13.162,-14.950
13.164,-15.575
13.166,-16.240
13.168,-16.964
13.170,-17.715
13.172,-18.439
13.174,-19.130
13.176,-19.848
13.178,-20.727
13.180,-21.931
13.182,-23.586
13.184,-25.727
13.186,-28.250
13.188,-30.933
13.190,-33.477
13.192,-35.571
13.194,-36.968
13.196,-37.499
13.198,-37.110
13.200,-35.836
13.202,-33.783
13.204,-31.111
13.206,-28.030
13.208,-24.781
13.210,-21.631
13.212,-18.843
13.214,-16.621
13.216,-15.087
13.218,-14.246
13.220,-13.993
13.222,-14.159
13.224,-14.560
13.226,-15.058
13.228,-15.583
13.230,-16.127
13.232,-16.706
13.234,-17.297
13.236,-17.808
13.238,-18.066
13.240,-17.881
13.242,-17.109
13.244,-15.733
13.246,-13.897
13.248,-11.897
13.250,-10.095
13.252,-8.823
13.254,-8.283
13.256,-8.492
13.258,-9.291
13.260,-10.393
13.262,-11.474
13.264,-12.245
13.266,-12.501
13.268,-12.146
13.270,-11.174
13.272,-9.659
13.274,-7.720
13.276,-5.506
13.278,-3.172
13.280,-0.864
13.282,1.311
13.284,3.294
13.286,5.070
13.288,6.662
13.290,8.093
13.292,9.372
13.294,10.484
13.296,11.380
13.298,12.021
13.300,12.388
13.302,12.505
13.304,12.444
13.306,12.307
13.308,12.209
13.310,12.248
13.312,12.481
13.314,12.903
13.316,13.442
13.318,13.961
13.320,14.278
13.322,14.222
13.324,13.670
13.326,12.605
13.328,11.141
13.330,9.508
13.332,7.994
13.334,6.881
13.336,6.351
13.338,6.448
13.340,7.067
13.342,7.994
13.344,8.978
13.346,9.814
13.348,10.378
13.350,10.666
13.352,10.755
13.354,10.784
13.356,10.892
13.358,11.176
13.360,11.680
13.362,12.374
13.364,13.181
13.366,14.001
13.368,14.731
13.370,15.296
13.372,15.661
13.374,15.841
13.376,15.883
13.378,15.851
13.380,15.805
13.382,15.779
13.384,15.769
13.386,15.726
13.388,15.572
13.390,15.221
13.392,14.602
13.394,13.691
13.396,12.532
13.398,11.235
13.400,9.981
13.402,8.991
13.404,8.469
13.406,8.575
13.408,9.366
13.410,10.779
13.412,12.631
13.414,14.658
13.416,16.553
13.418,18.052
13.420,18.977
13.422,19.259
13.424,18.942
13.426,18.130
13.428,16.942
13.430,15.463
13.432,13.725
13.434,11.718
13.436,9.431
13.438,6.882
13.440,4.164
13.442,1.431
13.444,-1.107
13.446,-3.227
13.448,-4.726
13.450,-5.445
13.452,-5.281
13.454,-4.192
13.456,-2.191
13.458,0.649
13.460,4.204
13.462,8.305
13.464,12.763
13.466,17.396
13.468,22.071
13.470,26.695
13.472,31.247
13.474,35.729
13.476,40.145
13.478,44.466
13.480,48.584
13.482,52.333
13.484,55.495
13.486,57.840
13.488,59.169
13.490,59.357
13.492,58.376
13.494,56.314
13.496,53.344
13.498,49.710
13.500,45.685
13.502,41.522
13.504,37.444
13.506,33.616
13.508,30.151
13.510,27.114
13.512,24.529
13.514,22.382
13.516,20.629
13.518,19.205
13.520,18.026
13.522,17.009
13.524,16.069
13.526,15.133
13.528,14.122
13.530,12.954
13.532,11.541
13.534,9.796
13.536,7.656
13.538,5.115
13.540,2.236
13.542,-0.837
13.544,-3.909
13.546,-6.761
13.548,-9.197
13.550,-11.074
13.552,-12.324
13.554,-12.954
13.556,-13.040
13.558,-12.709
13.560,-12.119
13.562,-11.455
13.564,-10.897
13.566,-10.592
13.568,-10.629
13.570,-11.010
13.572,-11.635
13.574,-12.326
13.576,-12.865
13.578,-13.045
13.580,-12.731
13.582,-11.884
13.584,-10.578
13.586,-8.970
13.588,-7.262
13.590,-5.656
13.592,-4.318
13.594,-3.369
13.596,-2.866
13.598,-2.818
13.600,-3.180
13.602,-3.868
13.604,-4.758
13.606,-5.707
13.608,-6.562
13.610,-7.195
13.612,-7.517
13.614,-7.503
13.616,-7.187
13.618,-6.656
13.620,-6.026
13.622,-5.420
13.624,-4.938
13.626,-4.656
13.628,-4.608
13.630,-4.799
13.632,-5.209
13.634,-5.801
13.636,-6.528
13.638,-7.330
13.640,-8.131
13.642,-8.839
13.644,-9.353
13.646,-9.562
13.648,-9.374
13.650,-8.723
13.652,-7.589
13.654,-6.000
13.656,-4.029
13.658,-1.778
13.660,0.632
13.662,3.081
13.664,5.456
13.666,7.664
13.668,9.624
13.670,11.286
13.672,12.611
13.674,13.596
13.676,14.253
13.678,14.608
13.680,14.704
13.682,14.572
13.684,14.226
13.686,13.666
13.688,12.862
13.690,11.772
13.692,10.356
13.694,8.584
13.696,6.466
13.698,4.059
13.700,1.475
13.702,-1.134
13.704,-3.601
13.706,-5.769
13.708,-7.522
13.710,-8.815
13.712,-9.673
13.714,-10.178
13.716,-10.457
13.718,-10.638
13.720,-10.838
13.722,-11.120
13.724,-11.497
13.726,-11.927
13.728,-12.329
13.730,-12.597
13.732,-12.631
13.734,-12.359
13.736,-11.755
13.738,-10.835
13.740,-9.664
13.742,-8.329
13.744,-6.917
13.746,-5.496
13.748,-4.099
13.750,-2.716
13.752,-1.301
13.754,0.217
13.756,1.919
13.758,3.861
13.760,6.072
13.762,8.508
13.764,11.060
13.766,13.544
13.768,15.722
13.770,17.331
13.772,18.136
13.774,17.988
13.776,16.833
13.778,14.742
13.780,11.887
13.782,8.503
13.784,4.847
13.786,1.163
13.788,-2.333
13.790,-5.464
13.792,-8.085
13.794,-10.091
13.796,-11.428
13.798,-12.104
13.800,-12.208
13.802,-11.891
13.804,-11.345
13.806,-10.756
13.808,-10.264
13.810,-9.924
13.812,-9.731
13.814,-9.621
13.816,-9.530
13.818,-9.412
13.820,-9.264
13.822,-9.112
13.824,-8.981
13.826,-8.876
13.828,-8.758
13.830,-8.552
13.832,-8.179
13.834,-7.587
13.836,-6.783
13.838,-5.836
13.840,-4.869
13.842,-4.037
13.844,-3.482
13.846,-3.310
13.848,-3.582
13.850,-4.311
13.852,-5.461
13.854,-6.951
13.856,-8.659
13.858,-10.417
13.860,-12.023
13.862,-13.264
13.864,-13.964
13.866,-14.036
13.868,-13.503
13.870,-12.519
13.872,-11.321
13.874,-10.174
13.876,-9.300
13.878,-8.817
13.880,-8.737
13.882,-8.973
13.884,-9.390
13.886,-9.836
13.888,-10.197
13.890,-10.383
13.892,-10.342
13.894,-10.042
13.896,-9.473
13.898,-8.645
13.900,-7.589
13.902,-6.348
13.904,-4.972
13.906,-3.507
13.908,-1.986
13.910,-0.443
13.912,1.070
13.914,2.479
13.916,3.680
13.918,4.560
13.920,5.019
13.922,5.029
13.924,4.619
13.926,3.895
13.928,3.007
13.930,2.125
13.932,1.397
13.934,0.935
13.936,0.791
13.938,0.968
13.940,1.418
13.942,2.062
13.944,2.810
13.946,3.571
13.948,4.276
13.950,4.890
13.952,5.410
13.954,5.846
13.956,6.217
13.958,6.538
13.960,6.796
13.962,6.965
13.964,7.011
13.966,6.909
13.968,6.651
13.970,6.247
13.972,5.724
13.974,5.115
13.976,4.455
13.978,3.769
13.980,3.086
13.982,2.431
13.984,1.833
13.986,1.333
13.988,0.987
13.990,0.861
13.992,1.027
13.994,1.541
13.996,2.436
13.998,3.686
14.000,5.206
14.002,6.834
14.004,8.350
14.006,9.503
14.008,10.061
14.010,9.860
14.012,8.838
14.014,7.064
14.016,4.734
14.018,2.129
14.020,-0.427
14.022,-2.632
14.024,-4.263
14.026,-5.204
14.028,-5.461
14.030,-5.144
14.032,-4.428
14.034,-3.507
14.036,-2.558
14.038,-1.692
14.040,-0.952
14.042,-0.319
14.044,0.266
14.046,0.861
14.048,1.501
14.050,2.179
14.052,2.852
14.054,3.464
14.056,3.978
14.058,4.396
14.060,4.774
14.062,5.204
14.064,5.798
14.066,6.646
14.068,7.795
14.070,9.222
14.072,10.843
14.074,12.519
14.076,14.077
14.078,15.337
14.080,16.133
14.082,16.350
14.084,15.934
14.086,14.919
14.088,13.423
14.090,11.621
14.092,9.721
14.094,7.889
14.096,6.230
14.098,4.774
14.100,3.458
14.102,2.199
14.104,0.900
14.106,-0.499
14.108,-2.000
14.110,-3.565
14.112,-5.121
14.114,-6.589
14.116,-7.890
14.118,-8.949
14.120,-9.691
14.122,-10.028
14.124,-9.870
14.126,-9.134
14.128,-7.763
14.130,-5.748
14.132,-3.153
14.134,-0.123
14.136,3.133
14.138,6.342
14.140,9.219
14.142,11.505
14.144,13.001
14.146,13.618
14.148,13.383
14.150,12.446
14.152,11.036
14.154,9.425
14.156,7.879
14.158,6.603
14.160,5.713
14.162,5.217
14.164,5.048
14.166,5.067
14.168,5.123
14.170,5.082
14.172,4.858
14.174,4.426
14.176,3.820
14.178,3.105
14.180,2.348
14.182,1.597
14.184,0.858
14.186,0.104
14.188,-0.719
14.190,-1.662
14.192,-2.745
14.194,-3.954
14.196,-5.224
14.198,-6.466
14.200,-7.576
14.202,-8.471
14.204,-9.106
14.206,-9.488
14.208,-9.680
14.210,-9.776
14.212,-9.879
14.214,-10.069
14.216,-10.359
14.218,-10.689
14.220,-10.918
14.222,-10.854
14.224,-10.297
14.226,-9.101
14.228,-7.201
14.230,-4.653
14.232,-1.616
14.234,1.668
14.236,4.940
14.238,7.951
14.240,10.522
14.242,12.544
14.244,13.982
14.246,14.852
14.248,15.211
14.250,15.146
14.252,14.755
14.254,14.157
14.256,13.466
14.258,12.779
14.260,12.147
14.262,11.568
14.264,10.980
14.266,10.276
14.268,9.348
14.270,8.122
14.272,6.578
14.274,4.761
14.276,2.761
14.278,0.700
14.280,-1.311
14.282,-3.182
14.284,-4.833
14.286,-6.206
14.288,-7.252
14.290,-7.945
14.292,-8.294
14.294,-8.369
14.296,-8.302
14.298,-8.265
14.300,-8.439
14.302,-8.954
14.304,-9.854
14.306,-11.077
14.308,-12.473
14.310,-13.849
14.312,-15.026
14.314,-15.876
14.316,-16.345
14.318,-16.438
14.320,-16.189
14.322,-15.634
14.324,-14.785
14.326,-13.639
14.328,-12.182
14.330,-10.428
14.332,-8.426
14.334,-6.259
14.336,-4.032
14.338,-1.855
14.340,0.187
14.342,2.034
14.344,3.652
14.346,5.031
14.348,6.173
14.350,7.088
14.352,7.819
14.354,8.423
14.356,8.980
14.358,9.565
14.360,10.217
14.362,10.924
14.364,11.618
14.366,12.181
14.368,12.489
14.370,12.452
14.372,12.039
14.374,11.281
14.376,10.262
14.378,9.095
14.380,7.890
14.382,6.755
14.384,5.775
14.386,5.011
14.388,4.498
14.390,4.220
14.392,4.107
14.394,4.054
14.396,3.924
14.398,3.608
14.400,3.046
14.402,2.249
14.404,1.297
14.406,0.306
14.408,-0.603
14.410,-1.343
14.412,-1.865
14.414,-2.158
14.416,-2.231
14.418,-2.099
14.420,-1.785
14.422,-1.319
14.424,-0.762
14.426,-0.207
14.428,0.231
14.430,0.445
14.432,0.365
14.434,-0.014
14.436,-0.630
14.438,-1.359
14.440,-2.069
14.442,-2.649
14.444,-3.046
14.446,-3.263
14.448,-3.349
14.450,-3.364
14.452,-3.345
14.454,-3.295
14.456,-3.196
14.458,-3.030
14.460,-2.804
14.462,-2.568
14.464,-2.397
14.466,-2.373
14.468,-2.538
14.470,-2.869
14.472,-3.287
14.474,-3.664
14.476,-3.873
14.478,-3.828
14.480,-3.509
14.482,-2.970
14.484,-2.314
14.486,-1.673
14.488,-1.163
14.490,-0.860
14.492,-0.801
14.494,-0.970
14.496,-1.329
14.498,-1.818
14.500,-2.367
14.502,-2.906
14.504,-3.351
14.506,-3.619
14.508,-3.629
14.510,-3.327
14.512,-2.703
14.514,-1.818
14.516,-0.791
14.518,0.215
14.520,1.045
14.522,1.595
14.524,1.853
14.526,1.909
14.528,1.919
14.530,2.056
14.532,2.461
14.534,3.196
14.536,4.243
14.538,5.520
14.540,6.922
14.542,8.350
14.544,9.717
14.546,10.954
14.548,11.978
14.550,12.693
14.552,13.005
14.554,12.830
14.556,12.147
14.558,11.018
14.560,9.592
14.562,8.069
14.564,6.664
14.566,5.547
14.568,4.801
14.570,4.407
14.572,4.259
14.574,4.193
14.576,4.048
14.578,3.691
14.580,3.051
14.582,2.132
14.584,0.997
14.586,-0.252
14.588,-1.493
14.590,-2.614
14.592,-3.520
14.594,-4.149
14.596,-4.479
14.598,-4.520
14.600,-4.324
14.602,-3.978
14.604,-3.584
14.606,-3.251
14.608,-3.069
14.610,-3.086
14.612,-3.300
14.614,-3.659
14.616,-4.078
14.618,-4.471
14.620,-4.766
14.622,-4.924
14.624,-4.935
14.626,-4.798
14.628,-4.503
14.630,-4.013
14.632,-3.260
14.634,-2.158
14.636,-0.632
14.638,1.357
14.640,3.785
14.642,6.549
14.644,9.471
14.646,12.328
14.648,14.867
14.650,16.870
14.652,18.186
14.654,18.754
14.656,18.623
14.658,17.927
14.660,16.856
14.662,15.613
14.664,14.371
14.666,13.248
14.668,12.296
14.670,11.516
14.672,10.849
14.674,10.206
14.676,9.474
14.678,8.535
14.680,7.289
14.682,5.673
14.684,3.699
14.686,1.463
14.688,-0.864
14.690,-3.069
14.692,-4.941
14.694,-6.332
14.696,-7.181
14.698,-7.514
14.700,-7.417
14.702,-6.989
14.704,-6.299
14.706,-5.372
14.708,-4.198
14.710,-2.751
14.712,-1.032
14.714,0.922
14.716,3.042
14.718,5.232
14.720,7.397
14.722,9.458
14.724,11.339
14.726,12.962
14.728,14.238
14.730,15.077
14.732,15.399
14.734,15.163
14.736,14.387
14.738,13.146
14.740,11.560
14.742,9.764
14.744,7.881
14.746,5.992
14.748,4.168
14.750,2.461
14.752,0.927
14.754,-0.368
14.756,-1.372
14.758,-2.065
14.760,-2.485
14.762,-2.727
14.764,-2.930
14.766,-3.241
14.768,-3.780
14.770,-4.605
14.772,-5.718
14.774,-7.069
14.776,-8.586
14.778,-10.195
14.780,-11.844
14.782,-13.500
14.784,-15.135
14.786,-16.726
14.788,-18.235
14.790,-19.612
14.792,-20.779
14.794,-21.644
14.796,-22.087
14.798,-21.971
14.800,-21.148
14.802,-19.479
14.804,-16.884
14.806,-13.358
14.808,-9.018
14.810,-4.101
14.812,1.049
14.814,6.035
14.816,10.461
14.818,14.009
14.820,16.474
14.822,17.808
14.824,18.090
14.826,17.497
14.828,16.261
14.830,14.607
14.832,12.720
14.834,10.741
14.836,8.737
14.838,6.755
14.840,4.817
14.842,2.949
14.844,1.188
14.846,-0.408
14.848,-1.778
14.850,-2.855
14.852,-3.582
14.854,-3.925
14.856,-3.881
14.858,-3.482
14.860,-2.798
14.862,-1.936
14.864,-1.024
14.866,-0.195
14.868,0.435
14.870,0.783
14.872,0.817
14.874,0.561
14.876,0.088
14.878,-0.512
14.880,-1.152
14.882,-1.777
14.884,-2.380
14.886,-2.983
14.888,-3.622
14.890,-4.310
14.892,-5.002
14.894,-5.613
14.896,-6.016
14.898,-6.099
14.900,-5.791
14.902,-5.094
14.904,-4.080
14.906,-2.874
14.908,-1.627
14.910,-0.474
14.912,0.486
14.914,1.207
14.916,1.694
14.918,1.992
14.920,2.179
14.922,2.343
14.924,2.569
14.926,2.928
14.928,3.456
14.930,4.155
14.932,4.970
14.934,5.796
14.936,6.479
14.938,6.833
14.940,6.670
14.942,5.847
14.944,4.298
14.946,2.072
14.948,-0.679
14.950,-3.711
14.952,-6.744
14.954,-9.511
14.956,-11.800
14.958,-13.484
14.960,-14.511
14.962,-14.897
14.964,-14.699
14.966,-14.013
14.968,-12.964
14.970,-11.699
14.972,-10.390
14.974,-9.195
14.976,-8.235
14.978,-7.552
14.980,-7.104
14.982,-6.774
14.984,-6.413
14.986,-5.900
14.988,-5.184
14.990,-4.310
14.992,-3.405
14.994,-2.643
14.996,-2.191
14.998,-2.169
15.000,-2.624
15.002,-3.533
15.004,-4.815
15.006,-6.353
15.008,-8.002
15.010,-9.619
15.012,-11.056
15.014,-12.187
15.016,-12.913
15.018,-13.190
15.020,-13.033
15.022,-12.516
15.024,-11.766
15.026,-10.927
15.028,-10.133
15.030,-9.481
15.032,-9.023
15.034,-8.769
15.036,-8.694
15.038,-8.763
15.040,-8.932
15.042,-9.149
15.044,-9.358
15.046,-9.484
15.048,-9.449
15.050,-9.179
15.052,-8.629
15.054,-7.799
15.056,-6.758
15.058,-5.622
15.060,-4.549
15.062,-3.710
15.064,-3.252
15.066,-3.278
15.068,-3.820
15.070,-4.836
15.072,-6.208
15.074,-7.753
15.076,-9.262
15.078,-10.525
15.080,-11.383
15.082,-11.747
15.084,-11.618
15.086,-11.077
15.088,-10.257
15.090,-9.311
15.092,-8.375
15.094,-7.549
15.096,-6.887
15.098,-6.396
15.100,-6.035
15.102,-5.737
15.104,-5.420
15.106,-5.000
15.108,-4.429
15.110,-3.705
15.112,-2.873
15.114,-2.026
15.116,-1.270
15.118,-0.694
15.120,-0.352
15.122,-0.247
15.124,-0.340
15.126,-0.565
15.128,-0.844
15.130,-1.107
15.132,-1.300
15.134,-1.392
15.136,-1.372
15.138,-1.252
15.140,-1.057
15.142,-0.817
15.144,-0.544
15.146,-0.233
15.148,0.144
15.150,0.620
15.152,1.214
15.154,1.906
15.156,2.635
15.158,3.308
15.160,3.830
15.162,4.134
15.164,4.209
15.166,4.097
15.168,3.879
15.170,3.646
15.172,3.456
15.174,3.322
15.176,3.206
15.178,3.042
15.180,2.762
15.182,2.327
15.184,1.729
15.186,1.006
15.188,0.225
15.190,-0.531
15.192,-1.161
15.194,-1.542
15.196,-1.547
15.198,-1.051
15.200,0.032
15.202,1.707
15.204,3.865
15.206,6.284
15.208,8.662
15.210,10.682
15.212,12.090
15.214,12.753
15.216,12.688
15.218,12.036
15.220,11.004
15.222,9.807
15.224,8.619
15.226,7.541
15.228,6.611
15.230,5.828
15.232,5.166
15.234,4.597
15.236,4.082
15.238,3.570
15.240,2.994
15.242,2.282
15.244,1.386
15.246,0.292
15.248,-0.957
15.250,-2.262
15.252,-3.477
15.254,-4.456
15.256,-5.067
15.258,-5.232
15.260,-4.935
15.262,-4.230
15.264,-3.227
15.266,-2.070
15.268,-0.919
15.270,0.083
15.272,0.826
15.274,1.254
15.276,1.370
15.278,1.238
15.280,0.976
15.282,0.732
15.284,0.673
15.286,0.946
15.288,1.662
15.290,2.861
15.292,4.511
15.294,6.482
15.296,8.583
15.298,10.567
15.300,12.195
15.302,13.245
15.304,13.570
15.306,13.114
15.308,11.906
15.310,10.048
15.312,7.683
15.314,4.976
15.316,2.085
15.318,-0.850
15.320,-3.704
15.322,-6.372
15.324,-8.774
15.326,-10.855
15.328,-12.591
15.330,-13.996
15.332,-15.114
15.334,-16.004
15.336,-16.715
15.338,-17.269
15.340,-17.648
15.342,-17.800
15.344,-17.658
15.346,-17.167
15.348,-16.313
15.350,-15.147
15.352,-13.766
15.354,-12.313
15.356,-10.934
15.358,-9.744
15.360,-8.795
15.362,-8.074
15.364,-7.500
15.366,-6.959
15.368,-6.330
15.370,-5.535
15.372,-4.546
15.374,-3.410
15.376,-2.243
15.378,-1.195
15.380,-0.426
15.382,-0.059
15.384,-0.155
15.386,-0.683
15.388,-1.539
15.390,-2.550
15.392,-3.520
15.394,-4.259
15.396,-4.619
15.398,-4.525
15.400,-3.975
15.402,-3.051
15.404,-1.893
15.406,-0.678
15.408,0.416
15.410,1.249
15.412,1.739
15.414,1.882
15.416,1.748
15.418,1.445
15.420,1.093
15.422,0.785
15.424,0.566
15.426,0.434
15.428,0.348
15.430,0.257
15.432,0.123
